"","Species","CountryOrigin","FragranceAroma","Flavor","Aftertaste","SaltAcid","Mouthfeel","Balance","BitterSweet","UniformCup","CleanCup","CupperPoints","qualityscore","clust"
"249","Arabica","Ethiopia",7.5,7.92,7.58,7.83,7.83,10,7.75,10,10,7.75,84.17,"6"
"250","Arabica","Tanzania, United Republic Of",7.92,7.75,7.75,7.75,7.58,10,7.75,10,10,7.67,84.17,"5"
"251","Arabica","Colombia",7.67,7.5,7.67,7.42,8.58,10,7.83,10,10,7.5,84.17,"5"
"252","Arabica","Guatemala",7.67,7.75,7.67,7.75,7.75,10,7.75,10,10,7.83,84.17,"6"
"253","Arabica","Kenya",7.58,7.75,7.75,7.75,7.83,10,7.75,10,10,7.75,84.17,"6"
"254","Arabica","Brazil",7.58,7.83,7.75,7.67,8,10,7.67,10,10,7.67,84.17,"5"
"255","Arabica","Guatemala",7.92,7.75,7.67,7.67,7.92,10,7.83,10,10,7.42,84.17,"6"
"256","Arabica","El Salvador",8.42,8.08,7.5,7.17,8.17,10,7.58,9.33,10,7.92,84.17,"6"
"257","Arabica","Colombia",7.75,7.75,7.75,7.75,7.75,10,7.83,10,10,7.58,84.17,"5"
"258","Arabica","Guatemala",7.83,7.5,7.5,8,7.83,10,7.83,10,10,7.67,84.17,"6"
"259","Arabica","Uganda",7.83,7.75,7.5,7.83,7.75,10,7.83,10,10,7.67,84.17,"6"
"260","Arabica","Indonesia",7.81,7.88,7.56,7.75,7.75,10,7.63,10,10,7.75,84.13,"6"
"261","Arabica","Colombia",7.83,7.5,7.42,7.5,8.5,10,7.83,10,10,7.5,84.08,"5"
"262","Arabica","Taiwan",7.58,7.67,7.67,7.67,7.83,10,7.75,10,10,7.92,84.08,"5"
"263","Arabica","Guatemala",8,7.75,7.5,7.58,7.67,10,7.92,10,10,7.67,84.08,"6"
"264","Arabica","Colombia",7.92,7.75,7.67,7.75,7.67,10,7.67,10,10,7.67,84.08,"5"
"265","Arabica","Guatemala",7.58,7.75,7.67,8,7.67,10,7.75,10,10,7.67,84.08,"6"
"266","Arabica","United States (Hawaii)",7.83,7.75,7.83,7.83,8.08,10,7.42,9.33,10,8,84.08,"3"
"267","Arabica","Mexico",7.67,7.75,7.67,7.75,7.75,10,7.67,10,10,7.83,84.08,"5"
"268","Arabica","Ethiopia",7.92,7.92,7.83,8,7.92,8.67,7.92,10,10,7.92,84.08,"6"
"269","Arabica","Costa Rica",7.58,7.75,7.67,7.75,7.75,10,7.83,10,10,7.67,84,"5"
"270","Arabica","Ethiopia",7.83,7.75,7.67,7.75,7.75,10,7.33,10,10,7.92,84,"6"
"271","Arabica","Honduras",7.42,7.83,7.75,7.92,7.58,10,7.75,10,10,7.75,84,"5"
"272","Arabica","Guatemala",7.67,7.83,7.58,7.92,7.67,10,7.75,10,10,7.58,84,"6"
"273","Arabica","Colombia",7.67,7.67,7.83,7.58,7.83,10,7.58,10,10,7.83,84,"5"
"274","Arabica","Guatemala",7.92,7.67,7.42,7.92,7.83,10,7.75,10,10,7.5,84,"6"
"275","Arabica","Guatemala",7.75,7.83,7.5,7.83,7.67,10,7.58,10,10,7.83,84,"6"
"276","Arabica","Colombia",7.67,7.75,7.67,7.67,7.75,10,7.67,10,10,7.83,84,"5"
"277","Arabica","Colombia",7.58,7.42,7.75,7.92,7.92,10,7.75,10,10,7.67,84,"5"
"278","Arabica","Colombia",7.67,7.67,7.5,7.5,7.67,10,7.67,10,10,8.33,84,"5"
"279","Arabica","Ethiopia",7.75,7.75,7.5,7.58,7.92,10,7.67,10,10,7.83,84,"6"
"280","Arabica","Brazil",7.58,7.83,7.67,7.25,7.75,10,8,10,10,7.92,84,"5"
"281","Arabica","Colombia",7.67,7.83,7.67,7.75,7.75,10,7.67,10,10,7.67,84,"5"
"282","Arabica","Kenya",7.67,7.83,7.5,7.75,7.67,10,7.92,10,10,7.67,84,"6"
"283","Arabica","Thailand",7.92,8.17,8.17,8.42,8.17,9.33,8.08,8.67,8.67,8.42,84,"6"
"284","Arabica","Kenya",7.67,7.75,7.67,7.75,7.67,10,7.83,10,10,7.67,84,"6"
"285","Arabica","Uganda",7.92,7.75,7.58,7.67,7.83,10,7.67,10,10,7.58,84,"6"
"286","Arabica","Thailand",7.58,7.75,7.58,7.75,7.75,10,7.58,10,10,8,84,"5"
"287","Arabica","Brazil",7.5,7.75,7.58,7.5,7.5,10,7.58,10,10,8.5,83.92,"5"
"288","Arabica","Mexico",7.83,7.83,7.58,7.92,7.5,10,7.42,10,10,7.83,83.92,"5"
"289","Arabica","Thailand",7.67,7.75,7.5,7.67,7.83,10,7.67,10,10,7.83,83.92,"5"
"290","Arabica","Brazil",7.58,7.67,7.67,7.75,7.83,10,7.58,10,10,7.83,83.92,"5"
"291","Arabica","Taiwan",7.83,7.75,7.83,7.75,7.75,10,7.83,9.33,10,7.83,83.92,"5"
"292","Arabica","Colombia",7.75,7.67,7.5,7.75,7.75,10,7.83,10,10,7.67,83.92,"5"
"293","Arabica","Colombia",7.75,7.58,7.5,7.83,7.92,10,7.75,10,10,7.58,83.92,"5"
"294","Arabica","Taiwan",7.75,7.75,7.58,7.75,7.67,10,7.75,10,10,7.67,83.92,"5"
"295","Arabica","Colombia",7.92,7.67,7.5,7.83,7.67,10,7.58,10,10,7.75,83.92,"5"
"296","Arabica","Colombia",7.83,7.75,7.58,7.58,7.75,10,7.75,10,10,7.67,83.92,"5"
"297","Arabica","Colombia",7.75,7.58,7.67,7.83,7.67,10,7.83,10,10,7.58,83.92,"5"
"298","Arabica","Taiwan",8,7.92,7.92,7.92,7.33,10,7.67,10,10,7.17,83.92,"5"
"299","Arabica","Colombia",7.67,7.83,7.67,7.75,7.83,10,7.67,10,10,7.5,83.92,"5"
"300","Arabica","Mexico",7.67,7.75,7.58,7.67,7.83,10,7.75,10,10,7.67,83.92,"5"
"301","Arabica","Mexico",7.5,7.67,7.58,7.83,7.75,10,7.75,10,10,7.83,83.92,"5"
"302","Arabica","Mexico",7.75,7.92,7.83,7.92,7.67,10,7.75,9.33,10,7.75,83.92,"5"
"303","Arabica","Colombia",7.92,7.58,7.5,7.83,7.67,10,7.58,10,10,7.75,83.83,"5"
"304","Arabica","Colombia",7.83,7.67,7.5,7.75,7.75,10,7.75,10,10,7.58,83.83,"5"
"305","Arabica","Costa Rica",7.67,7.67,7.75,7.67,7.75,10,7.5,10,10,7.83,83.83,"5"
"306","Arabica","Guatemala",7.75,7.75,7.5,7.75,7.58,10,7.83,10,10,7.67,83.83,"6"
"307","Arabica","Taiwan",7.75,7.67,7.5,7.75,7.67,10,7.75,10,10,7.75,83.83,"5"
"308","Arabica","Brazil",7.25,7.58,7.42,8,7.83,10,7.75,10,10,8,83.83,"5"
"309","Arabica","Taiwan",7.67,7.75,7.67,7.75,7.75,10,7.42,10,10,7.83,83.83,"5"
"310","Arabica","Ethiopia",7.75,7.75,7.67,7.67,7.67,10,7.58,10,10,7.75,83.83,"6"
"311","Arabica","Brazil",7.67,7.67,7.58,7.5,8.17,9.33,7.83,10,10,8.08,83.83,"5"
"312","Arabica","Costa Rica",7.83,7.42,7.5,7.83,7.83,10,7.75,10,10,7.67,83.83,"5"
"313","Arabica","Guatemala",7.58,7.83,7.33,8,7.75,10,7.58,10,10,7.75,83.83,"6"
"314","Arabica","Brazil",7.92,7.5,7.33,7.67,7.5,10,8.17,10,10,7.75,83.83,"5"
"315","Arabica","Ecuador",7.5,7.67,7.58,7.75,7.83,10,7.83,10,10,7.67,83.83,"4"
"316","Arabica","Colombia",7.67,7.58,7.58,7.83,7.67,10,7.58,10,10,7.92,83.83,"5"
"317","Arabica","Guatemala",7.5,7.83,7.5,7.83,7.67,10,7.83,10,10,7.67,83.83,"6"
"318","Arabica","Mexico",7.67,8,7.67,7.42,7.5,10,7.67,10,10,7.92,83.83,"5"
"319","Arabica","Mexico",7.67,7.58,7.5,7.75,7.75,10,7.75,10,10,7.83,83.83,"5"
"320","Arabica","Brazil",7.83,7.83,7.58,7.67,7.58,10,7.5,10,10,7.83,83.83,"5"
"321","Arabica","Thailand",7.75,7.75,7.58,8,7.58,10,7.67,10,10,7.5,83.83,"5"
"322","Arabica","Thailand",7.5,7.83,7.58,7.58,7.83,10,7.75,10,10,7.75,83.83,"5"
"323","Arabica","Ethiopia",7.58,7.83,7.58,8,7.5,10,7.83,10,10,7.5,83.83,"6"
"324","Arabica","Kenya",7.75,7.58,7.5,7.58,7.75,10,7.75,10,10,7.83,83.75,"6"
"325","Arabica","Brazil",7.67,7.67,7.58,7.75,7.67,10,7.67,10,10,7.75,83.75,"5"
"326","Arabica","Colombia",7.83,7.83,7.58,7.58,7.58,10,7.58,10,10,7.75,83.75,"5"
"327","Arabica","Taiwan",7.67,7.67,7.58,7.58,7.83,10,7.67,10,10,7.75,83.75,"5"
"328","Arabica","Colombia",7.92,7.75,7.5,7.67,7.5,10,7.75,10,10,7.67,83.75,"5"
"329","Arabica","China",7.83,7.75,7.67,7.5,7.67,10,7.58,10,10,7.75,83.75,"5"
"330","Arabica","Colombia",7.75,7.67,7.5,7.67,7.83,10,7.58,10,10,7.75,83.75,"5"
"331","Arabica","Uganda",8,7.92,7.58,7.75,7.5,10,7.33,10,10,7.67,83.75,"6"
"332","Arabica","United States (Puerto Rico)",7.83,7.83,7.83,7.67,8.17,10,8,9.33,9.33,7.75,83.75,"3"
"333","Arabica","Colombia",7.67,7.67,7.67,7.92,7.67,10,7.5,10,10,7.67,83.75,"5"
"334","Arabica","Colombia",7.67,7.42,7.42,7.42,8.33,10,8,10,10,7.5,83.75,"5"
"335","Arabica","Colombia",7.58,7.67,7.75,7.67,7.67,10,7.67,10,10,7.75,83.75,"5"
"336","Arabica","Colombia",7.75,7.67,7.75,7.58,8,10,7.42,10,10,7.58,83.75,"5"
"337","Arabica","United States (Hawaii)",7.25,7.42,7.67,7.58,8.25,10,7.83,10,10,7.75,83.75,"3"
"338","Arabica","Mexico",7.83,7.58,7.58,7.5,7.67,10,7.75,10,10,7.83,83.75,"5"
"339","Arabica","Guatemala",7.67,7.58,7.58,7.67,7.75,10,7.75,10,10,7.75,83.75,"6"
"340","Arabica","Colombia",7.83,7.83,7.58,7.33,7.67,10,7.42,10,10,8.08,83.75,"5"
"341","Arabica","Colombia",7.75,7.67,7.25,7.25,8.5,10,7.58,10,10,7.75,83.75,"5"
"342","Arabica","United States (Hawaii)",7.83,7.67,7.75,7.67,7.5,10,7.58,10,10,7.75,83.75,"3"
"343","Arabica","Brazil",7.67,7.83,7.5,7.67,7.5,10,7.67,10,10,7.83,83.67,"5"
"344","Arabica","Kenya",8.08,7.67,7.67,7.58,7.67,10,7.25,10,10,7.75,83.67,"6"
"345","Arabica","Honduras",7.5,7.5,7.67,7.67,8,10,8,10,10,7.33,83.67,"5"
"346","Arabica","Nicaragua",7.67,7.75,7.67,7.67,7.58,10,7.83,10,10,7.5,83.67,"5"
"347","Arabica","Brazil",7.58,7.75,7.58,7.75,7.58,10,7.58,10,10,7.83,83.67,"5"
"348","Arabica","Taiwan",7.5,7.67,7.33,7.92,7.67,10,7.83,10,10,7.75,83.67,"5"
"349","Arabica","Costa Rica",7.33,7.67,7.67,7.5,7.5,10,7.67,10,10,8.33,83.67,"5"
"350","Arabica","Thailand",7.5,7.75,7.58,7.83,7.58,10,7.67,10,10,7.75,83.67,"5"
"351","Arabica","Colombia",7.5,7.75,7.5,7.75,7.67,10,7.67,10,10,7.83,83.67,"5"
"352","Arabica","Guatemala",8,7.5,7.33,8,8,10,8,9.33,10,7.5,83.67,"6"
"353","Arabica","Colombia",7.83,7.75,7.67,7.58,7.67,10,7.58,10,10,7.58,83.67,"5"
"354","Arabica","Colombia",7.67,7.67,7.67,7.67,7.75,10,7.33,10,10,7.92,83.67,"5"
"355","Arabica","Guatemala",7.67,7.67,7.42,7.67,7.75,10,8,10,10,7.5,83.67,"6"
"356","Arabica","Guatemala",7.83,7.67,7.33,7.67,7.83,10,7.67,10,10,7.67,83.67,"6"
"357","Arabica","Colombia",7.75,7.75,7.58,7.83,7.75,10,7.17,10,10,7.83,83.67,"5"
"358","Arabica","Guatemala",8.17,8.17,7.83,7.67,7.75,9.33,8.08,9.33,9.33,8,83.67,"6"
"359","Arabica","Guatemala",7.67,8.17,7.5,7.42,7.83,10,7.58,10,10,7.5,83.67,"6"
"360","Arabica","Mexico",7.67,7.5,7.5,7.33,8.25,10,7.83,10,10,7.58,83.67,"5"
"361","Arabica","Indonesia",8.17,7.67,7.58,7.58,7.67,10,7.42,10,10,7.58,83.67,"5"
"362","Arabica","Guatemala",7.67,7.5,7.33,8,7.67,10,7.67,10,10,7.83,83.67,"6"
"363","Arabica","United States (Hawaii)",7.75,8,7.92,8.08,8,9.33,7.75,9.33,9.33,8.17,83.67,"3"
"364","Arabica","Brazil",7.58,7.67,7.58,7.58,7.58,10,7.67,10,10,7.92,83.58,"5"
"365","Arabica","Guatemala",7.75,7.75,7.5,7.83,7.58,10,7.58,10,10,7.58,83.58,"6"
"366","Arabica","Colombia",7.75,7.75,7.58,7.58,7.58,10,7.67,10,10,7.67,83.58,"5"
"367","Arabica","China",7.67,7.58,7.58,7.58,7.75,10,7.67,10,10,7.75,83.58,"5"
"368","Arabica","Colombia",7.67,7.75,7.58,7.67,7.58,10,7.75,10,10,7.58,83.58,"5"
"369","Arabica","Mexico",7.75,7.75,7.58,7.58,7.67,10,7.5,10,10,7.75,83.58,"5"
"370","Arabica","Ethiopia",7.75,7.67,7.58,7.67,7.67,10,7.5,10,10,7.75,83.58,"6"
"371","Arabica","Uganda",7.67,7.67,7.42,7.75,7.67,10,7.75,10,10,7.67,83.58,"6"
"372","Arabica","Colombia",7.67,7.58,7.67,7.67,7.67,10,7.67,10,10,7.67,83.58,"5"
"373","Arabica","Colombia",7.67,7.58,7.67,7.58,7.75,10,7.67,10,10,7.67,83.58,"5"
"374","Arabica","Colombia",7.75,7.58,7.5,7.58,7.83,10,7.75,10,10,7.58,83.58,"5"
"375","Arabica","Taiwan",7.75,7.75,7.75,7.75,7.58,10,7.5,10,10,7.5,83.58,"5"
"376","Arabica","Colombia",7.67,7.67,7.58,7.67,7.58,10,7.75,10,10,7.67,83.58,"5"
"377","Arabica","Mexico",7.83,7.67,7.58,7.58,7.58,10,7.67,10,10,7.67,83.58,"5"
"378","Arabica","Colombia",7.67,7.58,7.58,7.58,7.75,10,7.67,10,10,7.75,83.58,"5"
"379","Arabica","Brazil",7.83,7.75,7.5,7.75,7.58,10,7.5,10,10,7.67,83.58,"5"
"380","Arabica","Colombia",7.75,7.58,7.58,7.75,7.5,10,7.75,10,10,7.58,83.5,"5"
"381","Arabica","Taiwan",7.58,7.58,7.17,7.17,7,10,7,10,10,10,83.5,"5"
"382","Arabica","Costa Rica",7.92,7.42,7.5,7.67,7.67,10,7.5,10,10,7.83,83.5,"5"
"383","Arabica","Colombia",7.75,7.58,7.58,7.5,7.75,10,7.75,10,10,7.58,83.5,"5"
"384","Arabica","Guatemala",7.67,7.75,7.5,7.83,7.58,10,7.58,10,10,7.58,83.5,"6"
"385","Arabica","Colombia",7.58,7.58,7.58,7.58,7.67,10,7.75,10,10,7.75,83.5,"5"
"386","Arabica","Tanzania, United Republic Of",7.75,7.67,7.58,7.67,7.58,10,7.67,10,10,7.58,83.5,"5"
"387","Arabica","Indonesia",7.25,7.67,7.58,7.92,7.58,10,7.83,10,10,7.67,83.5,"5"
"388","Arabica","Ethiopia",7.67,7.75,7.5,7.58,7.67,10,7.75,10,10,7.58,83.5,"6"
"389","Arabica","Colombia",7.67,7.42,7.67,7.83,7.67,10,7.58,10,10,7.67,83.5,"5"
"390","Arabica","Colombia",8,7.58,7.25,7.58,7.58,10,7.92,10,10,7.58,83.5,"5"
"391","Arabica","Guatemala",7.58,7.75,7.5,7.83,7.67,10,7.42,10,10,7.75,83.5,"6"
"392","Arabica","Colombia",7.75,7.58,7.33,7.5,7.83,10,7.83,10,10,7.67,83.5,"5"
"393","Arabica","Honduras",7.67,7.5,7.67,7.5,7.67,10,7.67,10,10,7.83,83.5,"5"
"394","Arabica","Colombia",7.58,7.75,7.42,7.67,7.67,10,7.75,10,10,7.67,83.5,"5"
"395","Arabica","Colombia",7.58,7.67,7.58,7.75,7.75,10,7.58,10,10,7.58,83.5,"5"
"396","Arabica","Mexico",7.83,7.58,7.25,7.5,7.42,10,7.5,10,10,8.42,83.5,"5"
"397","Arabica","Mexico",7.67,7.75,7.67,7.75,7.5,10,7.58,10,10,7.58,83.5,"5"
"398","Arabica","Mexico",7.75,7.67,7.67,7.75,7.5,10,7.33,10,10,7.83,83.5,"5"
"399","Arabica","Guatemala",7.83,7.5,7.5,8,7.5,10,7.67,10,10,7.5,83.5,"6"
"400","Arabica","Colombia",7.67,7.58,7.58,7.67,7.67,10,7.67,10,10,7.67,83.5,"5"
"401","Arabica","Guatemala",7.5,7.5,7.75,7.5,7.67,10,8,10,10,7.58,83.5,"6"
"402","Arabica","United States (Hawaii)",7.5,7.67,7.58,7.92,7.67,10,7.58,10,10,7.58,83.5,"3"
"403","Arabica","Indonesia",7.83,7.58,7.58,7.58,7.58,10,7.75,10,10,7.58,83.5,"5"
"404","Arabica","Colombia",7.5,7.58,7.58,7.5,7.83,10,7.75,10,10,7.67,83.42,"5"
"405","Arabica","Guatemala",7.67,7.75,7.5,7.58,7.67,10,7.58,10,10,7.67,83.42,"6"
"406","Arabica","Colombia",7.67,7.67,7.5,7.67,7.58,10,7.67,10,10,7.67,83.42,"5"
"407","Arabica","Costa Rica",7.58,7.5,7.42,7.92,7.67,10,7.5,10,10,7.83,83.42,"5"
"408","Arabica","Taiwan",7.67,7.67,7,7.08,7,10,7,10,10,10,83.42,"5"
"409","Arabica","Uganda",7.58,7.75,7.33,7.75,7.58,10,7.67,10,10,7.75,83.42,"6"
"410","Arabica","Thailand",7.5,7.58,7.75,7.5,7.67,10,7.75,10,10,7.67,83.42,"5"
"411","Arabica","El Salvador",7.58,7.5,7.75,7.58,7.67,10,7.75,10,10,7.58,83.42,"5"
"412","Arabica","Colombia",7.58,7.67,7.58,7.67,7.67,10,7.58,10,10,7.67,83.42,"5"
"413","Arabica","Brazil",7.33,7.83,7.75,7.5,7.83,10,7.42,10,10,7.75,83.42,"5"
"414","Arabica","Tanzania, United Republic Of",7.75,7.67,7.58,7.67,7.58,10,7.58,10,10,7.58,83.42,"5"
"415","Arabica","Colombia",7.58,7.58,7.25,7.75,8.58,10,7.75,9.33,10,7.58,83.42,"5"
"416","Arabica","Guatemala",7.75,7.83,7.33,7.83,7.67,10,7.5,10,10,7.5,83.42,"6"
"417","Arabica","Guatemala",7.67,7.75,7.5,7.83,7.5,10,7.58,10,10,7.58,83.42,"6"
"418","Arabica","Guatemala",7.67,7.5,7.75,7.42,7.75,10,7.75,10,10,7.58,83.42,"6"
"419","Arabica","United States (Hawaii)",7.42,7.75,7.67,7.58,7.67,10,7.67,10,10,7.67,83.42,"3"
"420","Arabica","Colombia",7.5,7.75,7.58,7.5,7.75,10,7.67,10,10,7.67,83.42,"5"
"421","Arabica","Colombia",7.58,7.58,7.58,7.67,7.67,10,7.75,10,10,7.58,83.42,"5"
"422","Arabica","United States (Hawaii)",7.5,7.92,7.42,7.67,7.58,10,7.83,10,10,7.5,83.42,"3"
"423","Arabica","Thailand",7.58,7.25,7.5,7.92,7.42,10,7.92,10,10,7.83,83.42,"5"
"424","Arabica","Mexico",7.25,7.88,7.38,7.63,8.75,10,7.5,9,10,8,83.38,"5"
"425","Arabica","Colombia",7.75,7.5,7.75,7.58,7.58,10,7.58,10,10,7.58,83.33,"5"
"426","Arabica","Colombia",7.67,7.58,7.58,7.42,7.75,10,7.67,10,10,7.67,83.33,"5"
"427","Arabica","Colombia",7.83,7.58,7.58,7.58,7.58,10,7.5,10,10,7.67,83.33,"5"
"428","Arabica","Brazil",7.5,7.83,7.33,7.58,7.92,10,7.58,10,10,7.58,83.33,"5"
"429","Arabica","Mexico",7.75,7.75,7.5,7.67,7.58,10,7.5,10,10,7.58,83.33,"5"
"430","Arabica","Colombia",7.67,7.75,7.42,7.83,7.42,10,7.83,10,10,7.42,83.33,"5"
"431","Arabica","Tanzania, United Republic Of",7.75,7.58,7.67,7.58,7.58,10,7.58,10,10,7.58,83.33,"5"
"432","Arabica","Mexico",7.67,7.67,7.58,7.67,7.58,10,7.5,10,10,7.67,83.33,"5"
"433","Arabica","Costa Rica",7.67,7.67,7.42,7.67,7.67,10,7.67,10,10,7.58,83.33,"5"
"434","Arabica","United States (Hawaii)",7.83,7.58,7.83,7.67,8,9.33,7.92,9.33,10,7.83,83.33,"3"
"435","Arabica","Costa Rica",7.5,7.67,7.67,7.5,7.17,10,7.83,10,10,8,83.33,"5"
"436","Arabica","Peru",7.83,7.75,7.58,7.83,7.58,10,7.92,9.33,10,7.5,83.33,"3"
"437","Arabica","Haiti",7.58,7.5,7.67,7.5,7.42,10,7.83,10,10,7.83,83.33,"1"
"438","Arabica","Colombia",7.67,7.67,7.5,7.67,7.42,10,7.92,10,10,7.5,83.33,"5"
"439","Arabica","Guatemala",7.83,7.67,7.17,7.67,7.67,10,7.67,10,10,7.67,83.33,"6"
"440","Arabica","United States (Hawaii)",7.92,7.5,7.58,7.83,7.67,10,7.67,9.33,10,7.83,83.33,"3"
"441","Arabica","Burundi",7.75,7.67,7.33,7.5,7.75,10,7.5,10,10,7.83,83.33,"5"
"442","Arabica","Colombia",7.5,7.67,7.67,7.58,7.58,10,7.67,10,10,7.67,83.33,"5"
"443","Arabica","United States (Hawaii)",8.08,7.83,7.83,7.75,7.58,9.33,7.67,9.33,10,7.92,83.33,"3"
"444","Arabica","United States (Hawaii)",7.58,7.67,7.58,7.5,7.67,10,7.83,10,10,7.5,83.33,"3"
"445","Arabica","Mexico",7.67,7.83,7.42,7.83,7.5,10,7.33,10,10,7.67,83.25,"5"
"446","Arabica","Costa Rica",7.5,7.5,7.83,7.5,7.67,10,7.67,10,10,7.58,83.25,"5"
"447","Arabica","Costa Rica",7.83,7.5,7.42,7.67,7.67,10,7.5,10,10,7.67,83.25,"5"
"448","Arabica","Guatemala",7.5,7.58,7.42,7.83,7.58,10,7.67,10,10,7.67,83.25,"6"
"449","Arabica","Uganda",7.5,7.67,7.67,7.42,7.67,10,7.67,10,10,7.67,83.25,"6"
"450","Arabica","Brazil",7.58,7.67,7.42,7.5,7.42,10,7.67,10,10,8,83.25,"5"
"451","Arabica","Colombia",7.58,7.67,7.67,7.17,7.83,10,7.75,10,10,7.58,83.25,"5"
"452","Arabica","Mexico",7.83,7.75,7.5,7.58,7.58,10,7.58,10,10,7.42,83.25,"5"
"453","Arabica","Taiwan",7.67,7.5,7.5,7.5,7.83,10,7.67,10,10,7.58,83.25,"5"
"454","Arabica","Taiwan",7.92,7.83,7.75,7.58,7.33,10,7.5,10,10,7.33,83.25,"5"
"455","Arabica","Colombia",7.58,7.58,7.5,7.58,7.75,10,7.58,10,10,7.67,83.25,"5"
"456","Arabica","Guatemala",7.5,7.67,7.58,7.67,7.5,10,7.67,10,10,7.67,83.25,"6"
"457","Arabica","Colombia",7.83,7.5,7.67,7.33,7.67,10,7.67,10,10,7.58,83.25,"5"
"458","Arabica","Mexico",7.58,7.75,7.5,7.5,7.58,10,7.58,10,10,7.75,83.25,"5"
"459","Arabica","United States (Hawaii)",7.58,7.75,7.83,8,7.67,9.33,8.08,9.33,10,7.67,83.25,"3"
"460","Arabica","Mexico",7.75,7.58,7.58,7.58,7.58,10,7.5,10,10,7.67,83.25,"5"
"461","Arabica","Mexico",7.75,7.75,7.42,7.92,7.5,10,7.33,10,10,7.58,83.25,"5"
"462","Arabica","Guatemala",7.83,7.58,7.08,7.83,8.08,10,7.42,10,10,7.42,83.25,"2"
"463","Arabica","Brazil",7.75,7.67,7.5,7.58,7.58,10,7.58,10,10,7.58,83.25,"5"
"464","Arabica","Colombia",7.67,7.58,7.58,7.42,7.58,10,7.83,10,10,7.58,83.25,"5"
"465","Arabica","Colombia",7.67,7.67,7.5,7.5,7.67,10,7.58,10,10,7.67,83.25,"5"
"466","Arabica","Colombia",7.92,7.75,7.25,7.42,7.58,10,7.83,10,10,7.5,83.25,"5"
"467","Arabica","Colombia",8,7.67,7.67,7.25,7.5,10,7.67,10,10,7.5,83.25,"5"
"468","Arabica","Colombia",7.92,7.75,7.5,7.42,7.67,10,7.42,10,10,7.58,83.25,"5"
"469","Arabica","Brazil",7.67,7.42,7.5,7.58,7.58,10,7.67,10,10,7.75,83.17,"5"
"470","Arabica","Guatemala",7.58,7.58,7.33,7.67,7.58,10,7.75,10,10,7.67,83.17,"2"
"471","Arabica","Tanzania, United Republic Of",7.67,7.58,7.42,7.67,7.58,10,7.67,10,10,7.58,83.17,"5"
"472","Arabica","Peru",7.92,7.5,7.5,7.58,7.5,10,7.67,10,10,7.5,83.17,"3"
"473","Arabica","Vietnam",7.58,7.42,7.08,7.33,8.58,10,7.58,10,10,7.58,83.17,"3"
"474","Arabica","Guatemala",7.67,7.75,7.42,7.75,7.5,10,7.58,10,10,7.5,83.17,"2"
"475","Arabica","Honduras",7.67,7.67,7.5,7.67,7.67,10,7.5,10,10,7.5,83.17,"5"
"476","Arabica","China",7.5,7.67,7.33,7.67,7.67,10,7.67,10,10,7.67,83.17,"5"
"477","Arabica","China",7.67,7.67,7.5,7.67,7.58,10,7.42,10,10,7.67,83.17,"5"
"478","Arabica","El Salvador",7.5,7.5,7.33,7.67,7.67,10,8,10,10,7.5,83.17,"5"
"479","Arabica","Guatemala",7.5,7.75,7.5,7.83,7.5,10,7.58,10,10,7.5,83.17,"2"
"480","Arabica","Guatemala",7.92,7.67,7.42,7.75,7.5,10,7.5,10,10,7.42,83.17,"2"
"481","Arabica","Kenya",7.83,7.75,7.67,7.75,8.5,9.33,7.83,9.33,9.33,7.83,83.17,"6"
"482","Arabica","Thailand",7.67,7.58,7.58,7.75,7.67,10,7.42,10,10,7.5,83.17,"5"
"483","Arabica","Tanzania, United Republic Of",7.58,7.67,7.67,7.58,7.58,10,7.42,10,10,7.67,83.17,"5"
"484","Arabica","Colombia",7.58,7.5,7.5,7.67,7.67,10,7.5,10,10,7.75,83.17,"5"
"485","Arabica","Uganda",8,7.67,7.5,7.42,7.58,10,7.33,10,10,7.67,83.17,"6"
"486","Arabica","Colombia",7.58,7.75,7.5,7.58,7.58,10,7.58,10,10,7.58,83.17,"5"
"487","Arabica","Honduras",7.5,7.5,7.5,7.67,7.67,10,7.67,10,10,7.67,83.17,"5"
"488","Arabica","Honduras",7.67,7.67,7.5,7.67,7.67,10,7.5,10,10,7.5,83.17,"5"
"489","Arabica","Guatemala",7.33,7.83,7.17,8.17,7.67,10,7.33,10,10,7.67,83.17,"2"
"490","Arabica","United States (Hawaii)",7.5,7.5,7.58,7.42,7.67,10,7.92,10,10,7.58,83.17,"3"
"491","Arabica","Tanzania, United Republic Of",7.58,7.5,7.58,7.75,7.58,10,7.58,10,10,7.58,83.17,"5"
"492","Arabica","Guatemala",7.67,7.83,7.33,7.67,7.67,10,7.5,10,10,7.5,83.17,"2"
"493","Arabica","Mexico",7.75,7.58,7.58,7.58,7.42,10,7.5,10,10,7.75,83.17,"5"
"494","Arabica","Mexico",7.75,7.67,7.58,7.5,7.58,10,7.42,10,10,7.67,83.17,"5"
"495","Arabica","Mexico",7.58,7.75,7.42,7.67,7.58,10,7.5,10,10,7.67,83.17,"5"
"496","Arabica","Colombia",7.67,7.5,7.5,7.5,8.17,10,7.58,10,10,7.25,83.17,"5"
"497","Arabica","Mexico",7.75,7.5,7.42,7.75,7.58,10,7.58,10,10,7.58,83.17,"5"
"498","Arabica","Colombia",7.58,7.67,7.5,7.58,7.67,10,7.67,10,10,7.5,83.17,"5"
