"","Species","CountryOrigin","FragranceAroma","Flavor","Aftertaste","SaltAcid","Mouthfeel","Balance","BitterSweet","UniformCup","CleanCup","CupperPoints","qualityscore","clust"
"749","Arabica","Taiwan",7.5,7.5,7.5,7.5,7.5,10,7.5,10,10,7.33,82.33,"5"
"750","Arabica","Taiwan",7.5,7.5,7.5,7.5,7.5,10,7.5,10,10,7.33,82.33,"5"
"751","Arabica","Guatemala",7.5,7.42,7.58,7.5,7.58,10,7.5,10,10,7.25,82.33,"2"
"752","Arabica","Colombia",7.5,7.42,7.5,7.5,7.58,10,7.5,10,10,7.33,82.33,"5"
"753","Arabica","Mexico",7.67,7.5,7.42,7.5,7.42,10,7.42,10,10,7.42,82.33,"2"
"754","Arabica","Costa Rica",7.92,7.58,7.25,7.75,7.58,10,7.92,9.33,9.33,7.67,82.33,"5"
"755","Arabica","Guatemala",7.67,7.5,7.33,7.67,7.33,10,7.5,10,10,7.33,82.33,"2"
"756","Arabica","Mexico",7.58,7.67,7.58,7.33,7.58,10,7,10,10,7.58,82.33,"2"
"757","Arabica","Mexico",7.67,7.58,7.5,7.58,7.5,10,7.5,10,10,7,82.33,"2"
"758","Arabica","Guatemala",7.5,7.67,7.33,7.5,7.5,10,7.33,10,10,7.5,82.33,"2"
"759","Arabica","Brazil",7.58,7.5,7.42,7.5,7.42,10,7.5,10,10,7.42,82.33,"5"
"760","Arabica","Mexico",8,7.75,7.33,7.33,7.67,10,7.08,9.33,10,7.83,82.33,"2"
"761","Arabica","Brazil",7.58,7.58,7.25,7.58,7.5,10,7.42,10,10,7.42,82.33,"5"
"762","Arabica","Colombia",7.83,7.58,7.33,7.25,7.42,10,7.58,10,10,7.33,82.33,"5"
"763","Arabica","Brazil",7.58,7.5,7.25,7.42,7.33,10,7.67,10,10,7.5,82.25,"5"
"764","Arabica","Taiwan",7,7.08,7,7.17,7,10,7,10,10,10,82.25,"5"
"765","Arabica","Guatemala",7.67,7.5,7.25,7.67,7.42,10,7.42,10,10,7.33,82.25,"2"
"766","Arabica","Brazil",7.42,7.67,7.5,7.08,7.42,10,7.5,10,10,7.67,82.25,"5"
"767","Arabica","El Salvador",7.58,7.67,7.5,7.67,8.42,9.33,7.83,9.33,9.33,7.58,82.25,"5"
"768","Arabica","Honduras",7.58,7.5,7.42,7.58,7.42,10,7.42,10,10,7.33,82.25,"2"
"769","Arabica","Malawi",7.58,7.42,7.33,7.42,7.5,10,7.58,10,10,7.42,82.25,"2"
"770","Arabica","Brazil",7.75,7.58,7.42,7.42,7.33,10,7.33,10,10,7.42,82.25,"5"
"771","Arabica","Taiwan",7.5,7.5,7.5,7.5,7.5,10,7.5,10,10,7.25,82.25,"5"
"772","Arabica","Mexico",7.58,7.58,7.42,7.42,7.42,10,7.42,10,10,7.42,82.25,"2"
"773","Arabica","United States (Hawaii)",7.33,7.42,7.5,7.67,7.42,10,7.5,10,10,7.42,82.25,"3"
"774","Arabica","Mexico",7.58,7.58,7.5,7.17,7.42,10,7.42,10,10,7.58,82.25,"2"
"775","Arabica","Guatemala",7.5,7.5,7.33,7.58,7.33,10,7.67,10,10,7.33,82.25,"2"
"776","Arabica","Mexico",7.5,7.58,7.42,7.67,7.42,10,7.33,10,10,7.33,82.25,"2"
"777","Arabica","Mexico",7.67,7.58,7.33,7.5,7.42,10,7.42,10,10,7.33,82.25,"2"
"778","Arabica","El Salvador",7.75,7.33,7.33,7.5,7.5,10,7.5,10,10,7.33,82.25,"5"
"779","Arabica","Mexico",7.33,7.58,7.42,7.67,7.5,10,7.33,10,10,7.42,82.25,"2"
"780","Arabica","Mexico",7.42,7.5,7.42,7.58,7.5,10,7.42,10,10,7.42,82.25,"2"
"781","Arabica","Colombia",7.5,7.42,7.67,7.33,7.33,10,7.58,10,10,7.42,82.25,"5"
"782","Arabica","Colombia",7.67,7.33,7.33,7.33,7.5,10,7.5,10,10,7.58,82.25,"5"
"783","Arabica","Brazil",7.67,7.58,7.42,7,7.58,10,7.5,10,10,7.5,82.25,"5"
"784","Arabica","Colombia",7.17,7.25,7.58,7.25,7.67,10,7.58,10,10,7.75,82.25,"5"
"785","Arabica","Brazil",7.42,7.42,7.5,7.42,7.5,10,7.42,10,10,7.5,82.17,"5"
"786","Arabica","Honduras",7.5,7.5,7.17,7.42,7.5,10,7.5,10,10,7.58,82.17,"2"
"787","Arabica","Nicaragua",7.5,7.5,7.33,7.42,7.42,10,7.5,10,10,7.5,82.17,"5"
"788","Arabica","Tanzania, United Republic Of",7.58,7.42,7.42,7.33,7.42,10,7.5,10,10,7.5,82.17,"5"
"789","Arabica","Tanzania, United Republic Of",7.42,7.42,7.42,7.5,7.33,10,7.5,10,10,7.58,82.17,"5"
"790","Arabica","Brazil",6.92,7.58,7.42,7.33,7.5,10,7.83,10,10,7.58,82.17,"5"
"791","Arabica","Thailand",7.42,7.42,7.17,7.75,7.67,10,7.25,10,10,7.5,82.17,"5"
"792","Arabica","Honduras",7.67,7.5,7.25,7.42,7.42,10,7.58,10,10,7.33,82.17,"2"
"793","Arabica","Guatemala",7.42,7.42,7.5,7.5,7.5,10,7.42,10,10,7.42,82.17,"2"
"794","Arabica","Brazil",7.58,7.5,7.42,7.25,7.42,10,7.5,10,10,7.5,82.17,"5"
"795","Arabica","Tanzania, United Republic Of",7.75,7.42,7.42,7.58,7.42,10,7.33,10,10,7.25,82.17,"5"
"796","Arabica","Mexico",7.42,7.33,7.17,7.42,8.17,10,7.33,10,10,7.33,82.17,"2"
"797","Arabica","Mexico",7.5,7.5,7.33,7.42,7.42,10,7.5,10,10,7.5,82.17,"2"
"798","Arabica","Taiwan",7.5,7.5,7.5,7.5,7.5,10,7.5,10,10,7.17,82.17,"5"
"799","Arabica","Taiwan",7.67,7.5,7.5,7.17,7.58,10,7.17,10,10,7.58,82.17,"5"
"800","Arabica","Colombia",7.33,7.25,7.25,7.58,7.5,10,7.75,10,10,7.5,82.17,"5"
"801","Arabica","Mexico",7.5,7.67,7,7.5,7.5,10,7.33,10,10,7.67,82.17,"2"
"802","Arabica","Guatemala",7.25,7.75,7,7.75,7.75,9.33,8.17,10,10,7.17,82.17,"2"
"803","Arabica","Mexico",7.5,7.58,7.25,7.5,7.33,10,7.5,10,10,7.5,82.17,"2"
"804","Arabica","Mexico",7,7.67,7.5,7.5,7.5,10,7.42,10,10,7.58,82.17,"2"
"805","Arabica","Colombia",7.58,7.67,7.42,7.17,7.75,10,7.17,10,10,7.42,82.17,"5"
"806","Arabica","Indonesia",7.5,7.5,7.42,7.42,7.42,10,7.5,10,10,7.33,82.08,"2"
"807","Arabica","Colombia",7.75,7.58,7.42,7.67,7.58,10,7.83,9.33,9.33,7.58,82.08,"5"
"808","Arabica","Brazil",7.42,7.58,7.42,7.5,7.25,10,7.42,10,10,7.5,82.08,"5"
"809","Arabica","Brazil",7.25,7.25,7.58,7.58,7.92,10,7.25,10,10,7.25,82.08,"5"
"810","Arabica","Costa Rica",7.75,7.42,7.42,7.25,7.42,10,7.17,10,10,7.67,82.08,"5"
"811","Arabica","Tanzania, United Republic Of",7.42,7.33,7.42,7.42,7.58,10,7.5,10,10,7.42,82.08,"5"
"812","Arabica","Tanzania, United Republic Of",7.42,7.5,7.5,7.33,7.5,10,7.33,10,10,7.5,82.08,"5"
"813","Arabica","Colombia",7.5,7.42,7.42,7.42,7.42,10,7.67,10,10,7.25,82.08,"5"
"814","Arabica","Costa Rica",7.58,7.33,7.33,7.33,7.67,10,7.5,10,10,7.33,82.08,"5"
"815","Arabica","United States (Hawaii)",7.25,7.58,7.58,7.25,7.42,10,7.5,10,10,7.5,82.08,"3"
"816","Arabica","Mexico",7.42,7.58,7.5,7.33,7.42,10,7.42,10,10,7.42,82.08,"2"
"817","Arabica","Mexico",7.5,7.42,7.42,7.5,7.5,10,7.25,10,10,7.5,82.08,"2"
"818","Arabica","Mexico",7.67,7.5,7.25,7.58,7.33,10,7.42,10,10,7.33,82.08,"2"
"819","Arabica","Vietnam",7.67,8,7.17,7.08,7.08,10,7.67,10,10,7.42,82.08,"3"
"820","Arabica","Mexico",7.58,7.42,7.25,7.75,7.42,10,7.33,10,10,7.33,82.08,"2"
"821","Arabica","United States (Hawaii)",7.33,7.5,7.33,7.58,7.83,10,7.08,10,10,7.42,82.08,"3"
"822","Arabica","Colombia",7.67,7.42,7.67,7.33,7.58,10,7.25,10,10,7.17,82.08,"5"
"823","Arabica","Honduras",7.5,7.5,7.17,7.5,7.42,10,7.5,10,10,7.42,82,"2"
"824","Arabica","Honduras",7.5,7.5,7.25,7.33,7.5,10,7.42,10,10,7.5,82,"2"
"825","Arabica","Brazil",7.5,7.33,7.42,7.5,7.42,10,7.33,10,10,7.5,82,"5"
"826","Arabica","Tanzania, United Republic Of",7.67,7.33,7.33,7.42,7.42,10,7.42,10,10,7.42,82,"5"
"827","Arabica","Laos",7.42,7.5,7.25,7.33,7.5,10,7.5,10,10,7.5,82,"5"
"828","Arabica","Tanzania, United Republic Of",7.42,7.42,7.33,7.58,7.42,10,7.33,10,10,7.5,82,"5"
"829","Arabica","Malawi",7.5,7.42,7.33,7.58,7.5,10,7.33,10,10,7.33,82,"2"
"830","Arabica","Taiwan",7.33,7.5,7.17,7.42,7.33,10,7.5,10,10,7.75,82,"5"
"831","Arabica","Thailand",7.58,7.5,7.42,7.42,7.42,10,7.33,10,10,7.33,82,"5"
"832","Arabica","Costa Rica",7.5,7.25,7.33,7.33,7.5,10,7.75,10,10,7.33,82,"5"
"833","Arabica","Honduras",7.33,7.33,7.33,7.5,7.83,10,7.5,10,10,7.17,82,"2"
"834","Arabica","Colombia",7.33,7.33,7.58,7.5,7.58,10,7.5,10,10,7.17,82,"5"
"835","Arabica","Taiwan",7.42,7.58,7.33,7.42,7.5,10,8,9.33,10,7.42,82,"5"
"836","Arabica","Brazil",7.33,7.67,7.42,7.17,7.42,10,7.33,10,10,7.67,82,"5"
"837","Arabica","Mexico",7.67,7.33,7.25,7.5,7.42,10,7.42,10,10,7.42,82,"2"
"838","Arabica","Brazil",7.42,7.5,7.33,7.5,7.5,10,7.33,10,10,7.42,82,"5"
"839","Arabica","Brazil",7.42,7.5,7.25,7.5,7.42,10,7.5,10,10,7.42,82,"5"
"840","Arabica","Guatemala",7.33,7.33,7.33,7.5,7.67,10,7.67,10,10,7.17,82,"2"
"841","Arabica","Brazil",7.58,7.5,7.17,7.5,7.42,10,7.5,10,10,7.33,82,"5"
"842","Arabica","Guatemala",7.75,7.33,7.33,7.42,7.67,9.33,7.75,10,10,7.42,82,"2"
"843","Arabica","Colombia",7.33,7,7.08,7.42,7.67,10,7.5,10,10,8,82,"5"
"844","Arabica","Guatemala",7.58,7.5,7.25,7.58,7.5,10,7.58,9.33,10,7.58,81.92,"2"
"845","Arabica","Guatemala",7.5,7.5,7.25,7.42,7.42,10,7.42,10,10,7.42,81.92,"2"
"846","Arabica","Honduras",7.58,7.5,7.25,7.33,7.5,10,7.42,10,10,7.33,81.92,"2"
"847","Arabica","Brazil",7.42,7.33,7.33,7.5,7.33,10,7.5,10,10,7.5,81.92,"5"
"848","Arabica","El Salvador",7.67,7.58,7.33,7.5,7.67,9.33,7.5,10,10,7.33,81.92,"5"
"849","Arabica","Guatemala",7.58,7.58,7.17,7.83,7.33,10,7.17,10,10,7.25,81.92,"2"
"850","Arabica","Tanzania, United Republic Of",7.33,7.33,7.33,7.42,7.58,10,7.5,10,10,7.42,81.92,"5"
"851","Arabica","Nicaragua",7.58,7.42,7.25,7.17,7.67,10,7.5,10,10,7.33,81.92,"2"
"852","Arabica","Zambia",7.67,7.08,7.42,7.33,7.42,10,7.75,10,10,7.25,81.92,"2"
"853","Arabica","Honduras",7.42,7.33,7.33,7.58,7.5,10,7.33,10,10,7.42,81.92,"2"
"854","Arabica","Taiwan",7.5,7.5,7.42,7.25,7.5,10,7.5,10,10,7.25,81.92,"5"
"855","Arabica","Mexico",7.58,7.5,7.25,7.58,7.25,10,7.5,10,10,7.25,81.92,"2"
"856","Arabica","Mexico",7.5,7.5,7.25,7.25,7.5,10,7.5,10,10,7.42,81.92,"2"
"857","Arabica","Mexico",7.5,7.42,7.25,7.5,7.33,10,7.33,10,10,7.58,81.92,"2"
"858","Arabica","Mexico",7.33,7.58,7.17,7.58,7.33,10,7.42,10,10,7.5,81.92,"2"
"859","Arabica","Mexico",7.67,7.42,7.33,7.83,7.5,10,7.5,9.33,10,7.33,81.92,"2"
"860","Arabica","Brazil",7.42,7.58,7.25,7.5,7.5,10,7.33,10,10,7.33,81.92,"5"
"861","Arabica","Colombia",7.67,7.33,7.33,7.58,7.33,10,7.33,10,10,7.33,81.92,"5"
"862","Arabica","Guatemala",7.42,7.5,7.25,7.5,7.42,10,7.33,10,10,7.42,81.83,"2"
"863","Arabica","Costa Rica",7.25,7.33,7.5,7.33,7.42,10,7.67,10,10,7.33,81.83,"5"
"864","Arabica","Brazil",7.42,7.5,7.42,7.5,7.25,10,7.42,10,10,7.33,81.83,"5"
"865","Arabica","Indonesia",7.75,7.83,7.58,7.75,7.83,10,7.92,10,10,5.17,81.83,"2"
"866","Arabica","Guatemala",7.58,7.5,7.33,7.42,7.25,10,7.58,10,10,7.17,81.83,"2"
"867","Arabica","Brazil",7.17,7.58,6.83,7.5,7.25,10,7.75,10,10,7.75,81.83,"5"
"868","Arabica","Brazil",7.58,7,6.92,6.92,7.5,10,7.67,10,10,8.25,81.83,"5"
"869","Arabica","Myanmar",7.33,7.58,7.5,7.42,7.33,10,7.33,10,10,7.33,81.83,"2"
"870","Arabica","Mexico",7.58,7.5,7.33,7.5,7.33,10,7.17,10,10,7.42,81.83,"2"
"871","Arabica","Honduras",7.5,7.5,7.33,7.5,7.25,10,7.42,10,10,7.33,81.83,"2"
"872","Arabica","Costa Rica",7.67,7.5,7.5,7.25,7.42,10,7.08,10,10,7.42,81.83,"5"
"873","Arabica","Taiwan",7.67,7.33,7.17,7.25,7.33,10,7.75,10,10,7.33,81.83,"5"
"874","Arabica","Indonesia",7.42,7.42,7.42,7.33,7.42,10,7.42,10,10,7.42,81.83,"2"
"875","Arabica","Malawi",7.58,7.42,7.33,7.33,7.42,10,7.33,10,10,7.42,81.83,"2"
"876","Arabica","Brazil",7.33,7.58,7.25,7.17,7.33,10,7.83,10,10,7.33,81.83,"5"
"877","Arabica","Honduras",7.5,7.5,7.33,7.33,7.33,10,7.33,10,10,7.5,81.83,"2"
"878","Arabica","Mexico",7.42,7.42,7.25,7.5,7.42,10,7.33,10,10,7.5,81.83,"2"
"879","Arabica","Colombia",7.5,7.5,7,7.42,7.58,10,7.5,10,10,7.33,81.83,"5"
"880","Arabica","United States (Hawaii)",7.83,7.83,7.83,8,7.83,10,7.83,10,6.67,8,81.83,"3"
"881","Arabica","Brazil",7.75,7.75,7.5,7.42,7.75,9.33,7.83,9.33,9.33,7.83,81.83,"5"
"882","Arabica","Guatemala",7.83,7.67,7.33,7.33,7.83,9.33,7.67,9.33,10,7.5,81.83,"2"
"883","Arabica","Mexico",7.83,7.33,7.25,7.58,7.33,10,7.25,10,10,7.25,81.83,"2"
"884","Arabica","Mexico",7.33,7.33,7.25,7.5,7.5,10,7.5,10,10,7.42,81.83,"2"
"885","Arabica","Brazil",7.33,7.67,7.25,7.5,7.25,10,7.5,10,10,7.33,81.83,"5"
"886","Arabica","Colombia",7.58,7.5,7.17,7.58,7.33,10,7.33,10,10,7.33,81.83,"5"
"887","Arabica","United States (Hawaii)",7.25,7.58,7.83,7.67,7.75,10,7.75,9.33,9.33,7.33,81.83,"3"
"888","Arabica","Guatemala",7.5,7.5,7.25,7.42,7.33,10,7.42,10,10,7.33,81.75,"2"
"889","Arabica","Vietnam",7,7.08,7.33,7.5,7.33,10,7.5,10,10,8,81.75,"3"
"890","Arabica","Tanzania, United Republic Of",7.42,7.42,7.42,7.42,7.33,10,7.33,10,10,7.42,81.75,"5"
"891","Arabica","Brazil",7.17,7.25,7.17,7.25,8.25,10,7.42,10,10,7.25,81.75,"5"
"892","Arabica","Mexico",7.5,7.5,7.33,7.42,7.25,10,7.25,10,10,7.5,81.75,"2"
"893","Arabica","Mexico",7.42,7.5,7.17,7.67,7.42,10,7.33,10,10,7.25,81.75,"2"
"894","Arabica","Mexico",7.42,7.5,7.33,7.58,7.33,10,7.33,10,10,7.25,81.75,"2"
"895","Arabica","Mexico",7.33,7.42,7.33,7.67,7.25,10,7.42,10,10,7.33,81.75,"2"
"896","Arabica","Mexico",7.5,7.42,7.25,7.33,7.25,10,7.67,10,10,7.33,81.75,"2"
"897","Arabica","Colombia",7.33,7.42,7.33,7.33,7.67,10,7.5,10,10,7.17,81.75,"5"
"898","Arabica","Colombia",7.42,7.58,6.92,7.08,8,10,7.25,10,10,7.5,81.75,"5"
"899","Arabica","Brazil",7.42,7.5,7.25,7.5,7.25,10,7.5,10,10,7.25,81.67,"5"
"900","Arabica","Guatemala",7.42,7.42,7.08,7.42,7.42,10,7.33,10,10,7.58,81.67,"2"
"901","Arabica","Guatemala",7.42,7.33,7.17,7.67,7.42,10,7.33,10,10,7.33,81.67,"2"
"902","Arabica","Honduras",7.58,7.5,7.33,7.33,7.25,10,7.42,10,10,7.25,81.67,"2"
"903","Arabica","Tanzania, United Republic Of",7.17,7.33,7.33,7.42,7.33,10,7.5,10,10,7.58,81.67,"5"
"904","Arabica","Nicaragua",7.58,7.5,7.25,7.25,7.25,10,7.5,10,10,7.33,81.67,"2"
"905","Arabica","Colombia",7.75,7.75,7.75,7.67,7.83,10,5.25,10,10,7.67,81.67,"5"
"906","Arabica","Brazil",7.25,7.75,6.92,7.42,7.58,10,7.5,10,10,7.25,81.67,"5"
"907","Arabica","Tanzania, United Republic Of",7.42,7.33,7.25,7.42,7.42,10,7.5,10,10,7.33,81.67,"5"
"908","Arabica","Tanzania, United Republic Of",7.33,7.33,7.5,7.25,7.33,10,7.42,10,10,7.5,81.67,"5"
"909","Arabica","Brazil",7.25,7.42,7.25,7.5,7.42,10,7.5,10,10,7.33,81.67,"5"
"910","Arabica","Indonesia",7.17,7.42,7.33,7.42,7.42,10,7.33,10,10,7.58,81.67,"2"
"911","Arabica","Honduras",7.5,7.33,7.5,7.5,7.17,10,7.17,10,10,7.5,81.67,"2"
"912","Arabica","Costa Rica",7.5,7.17,7.17,7.17,7.08,10,7.5,10,10,8.08,81.67,"5"
"913","Arabica","Mexico",7.42,7.42,7.67,8,7.5,10,7.58,9.33,9.33,7.42,81.67,"2"
"914","Arabica","Taiwan",7.5,7.5,7.5,7.25,7.25,10,7.42,10,10,7.25,81.67,"5"
"915","Arabica","Taiwan",7.58,7.42,7.33,7.42,7.33,10,7.33,10,10,7.25,81.67,"5"
"916","Arabica","Mexico",7.5,7.42,7.08,7.58,7.33,10,7.33,10,10,7.42,81.67,"2"
"917","Arabica","Guatemala",7.5,7.67,7.33,7.33,7.33,10,7.33,10,10,7.17,81.67,"2"
"918","Arabica","Mexico",7.25,7.67,7.58,7.67,7.58,10,7.67,8.67,10,7.58,81.67,"2"
"919","Arabica","Mexico",7.67,7.25,7.17,7.75,7.25,10,7.5,10,10,7.08,81.67,"2"
"920","Arabica","Mexico",7.5,7.42,7.33,7.42,7.42,10,7.42,10,10,7.17,81.67,"2"
"921","Arabica","Mexico",7.58,7.42,7.25,7.58,7.17,10,7.25,10,10,7.42,81.67,"2"
"922","Arabica","Mexico",7.75,7.58,7.25,7.17,7.33,10,7.58,9.33,10,7.67,81.67,"2"
"923","Arabica","United States (Hawaii)",7.42,7.33,7.33,7.33,7.83,10,7.17,10,10,7.25,81.67,"3"
"924","Arabica","Honduras",7.5,7.42,7.08,7.42,7.33,10,7.5,10,10,7.33,81.58,"2"
"925","Arabica","Guatemala",7.42,7.42,7.08,7.5,7.33,10,7.42,10,10,7.42,81.58,"2"
"926","Arabica","Taiwan",7.42,7.42,7.25,7.67,7.25,10,7.33,10,10,7.25,81.58,"2"
"927","Arabica","Costa Rica",7.58,7.42,7.5,7.17,7.58,10,7.08,10,10,7.25,81.58,"5"
"928","Arabica","Tanzania, United Republic Of",7.42,7.42,7.33,7.42,7.33,10,7.42,10,10,7.25,81.58,"2"
"929","Arabica","Malawi",7.42,7.42,7.17,7.58,7.33,10,7.33,10,10,7.33,81.58,"2"
"930","Arabica","Taiwan",7.33,7.17,7.08,7.08,8.25,9.33,8.33,10,10,7,81.58,"5"
"931","Arabica","Brazil",7.42,7.42,7.33,7.33,7.25,10,7.5,10,10,7.33,81.58,"5"
"932","Arabica","Guatemala",7.42,7.33,7.17,7.58,7.5,10,7.42,10,10,7.17,81.58,"2"
"933","Arabica","Mexico",7.67,7.5,7.42,7.5,7.42,10,6.75,10,10,7.33,81.58,"2"
"934","Arabica","Mexico",7.33,7.5,7.25,7.5,7.17,10,7.5,10,10,7.33,81.58,"2"
"935","Arabica","Mexico",7.67,7.58,7.42,7.58,7.42,8.67,7.58,10,10,7.67,81.58,"2"
"936","Arabica","Thailand",7.08,7.33,7.58,7.58,7.5,10,7.17,10,10,7.33,81.58,"5"
"937","Arabica","Thailand",7.33,7.33,7.17,7.5,7.33,10,7.58,10,10,7.33,81.58,"5"
"938","Arabica","Costa Rica",7.25,7.17,7.33,7.33,7.75,10,7.5,10,10,7.25,81.58,"5"
"939","Arabica","Guatemala",7.67,7.58,7.17,7.42,7.42,10,7.33,9.33,10,7.58,81.5,"2"
"940","Arabica","Nicaragua",7.5,7.42,7.33,7.33,7.33,10,7.25,10,10,7.33,81.5,"2"
"941","Arabica","Honduras",7.5,7.5,7.33,7.42,7.25,10,7.17,10,10,7.33,81.5,"2"
"942","Arabica","Guatemala",7.5,7.42,7.25,7.25,7.25,10,7.5,10,10,7.33,81.5,"2"
"943","Arabica","Taiwan",7.5,7.42,7.33,7.08,7.25,10,7.58,10,10,7.33,81.5,"5"
"944","Arabica","Myanmar",7.25,7.42,7.25,7.5,7.33,10,7.33,10,10,7.42,81.5,"2"
"945","Arabica","Costa Rica",7.83,7.33,7.08,7.08,7.5,10,7.33,10,10,7.33,81.5,"5"
"946","Arabica","Malawi",7.67,7.42,6.92,7.5,7.17,10,7.5,10,10,7.33,81.5,"2"
"947","Arabica","Guatemala",7.5,7.42,7.17,7.58,7.42,10,7.25,10,10,7.17,81.5,"2"
"948","Arabica","Taiwan",7.42,7.33,7.67,7.33,7.5,9.33,7.42,10,10,7.5,81.5,"5"
"949","Arabica","Brazil",7.58,7.5,7.5,7.67,7.83,9.33,7.67,9.33,9.33,7.75,81.5,"5"
"950","Arabica","Haiti",7.42,7.33,7.25,7.42,7.33,10,7.42,10,10,7.33,81.5,"1"
"951","Arabica","Taiwan",7.5,7.42,7.25,7.25,7.33,10,7.33,10,10,7.42,81.5,"5"
"952","Arabica","Mexico",7.33,7.33,7.17,7.42,7.5,10,7.5,10,10,7.25,81.5,"2"
"953","Arabica","Mexico",7.58,7.42,7.25,7.42,7.33,10,7.33,10,10,7.17,81.5,"2"
"954","Arabica","Mexico",7.42,7.25,7.17,7.42,8,10,7.17,10,10,7.08,81.5,"2"
"955","Arabica","Mexico",7.33,7.5,7.33,7.33,7.42,10,7.33,10,10,7.25,81.5,"2"
"956","Arabica","Mexico",7.42,7.42,7.33,7.17,7.42,10,7.25,10,10,7.5,81.5,"2"
"957","Arabica","Mexico",7.5,7.5,7.25,7.5,7.58,10,7.42,9.33,10,7.42,81.5,"2"
"958","Arabica","Indonesia",7.75,7.17,7.17,7.33,7.33,10,7.58,10,10,7.17,81.5,"2"
"959","Arabica","Brazil",7.5,7.42,7.17,7.42,7.33,10,7.5,10,10,7.17,81.5,"5"
"960","Arabica","Guatemala",7.33,7.5,7.33,7.42,7.33,10,7.17,10,10,7.42,81.5,"2"
"961","Arabica","Colombia",7.42,7.42,7.17,7.42,7.33,10,7.42,10,10,7.33,81.5,"5"
"962","Arabica","United States (Hawaii)",7.33,7.33,7.33,7.5,7.83,10,7.5,9.33,10,7.33,81.5,"3"
"963","Arabica","Mexico",7.58,7.33,7.08,7.33,7.33,10,7.5,10,10,7.25,81.42,"2"
"964","Arabica","Guatemala",7.42,7.33,7.08,7.58,7.25,10,7.33,10,10,7.42,81.42,"2"
"965","Arabica","Brazil",7.33,7.5,7.5,7.33,7.42,10,6.83,10,10,7.5,81.42,"5"
"966","Arabica","Honduras",7.5,7.33,7.17,7.25,7.42,10,7.5,10,10,7.25,81.42,"2"
"967","Arabica","Taiwan",7.83,7.75,7.42,7.17,7.08,10,7.08,10,10,7.08,81.42,"2"
"968","Arabica","Malawi",7.58,7.17,7.33,7.42,7.42,10,7.08,10,10,7.42,81.42,"2"
"969","Arabica","Brazil",7.25,7.5,7.42,7.17,7.33,10,7.33,10,10,7.42,81.42,"5"
"970","Arabica","Guatemala",7.42,7.5,7.17,7.42,7.42,10,7.42,10,10,7.08,81.42,"2"
"971","Arabica","Mexico",7.67,7.33,7.25,7.17,7.42,10,7.25,10,10,7.33,81.42,"2"
"972","Arabica","Peru",7.42,7.42,7.17,7.33,7.42,10,7.42,10,10,7.25,81.42,"3"
"973","Arabica","Guatemala",7.42,7.33,7.25,7.42,7.5,10,7.42,10,10,7.08,81.42,"2"
"974","Arabica","Mexico",7.42,7.33,7.25,7.17,7.42,10,7.25,10,10,7.58,81.42,"2"
"975","Arabica","Mexico",7.42,7.42,7.25,7.25,7.33,10,7.5,10,10,7.25,81.42,"2"
"976","Arabica","Colombia",7.5,7.42,7.25,7.17,7.75,10,7.17,10,10,7.17,81.42,"5"
"977","Arabica","Colombia",7.75,7.33,7.42,7,7.25,10,7.33,10,10,7.33,81.42,"5"
"978","Arabica","United States (Hawaii)",7.83,7,7,7.58,7.5,10,7.58,10,10,6.92,81.42,"3"
"979","Arabica","Colombia",7.5,7.33,7.33,7.17,7.42,10,7.33,10,10,7.25,81.33,"5"
"980","Arabica","Honduras",7.5,7.5,7,7.17,7.33,10,7.5,10,10,7.33,81.33,"2"
"981","Arabica","Mexico",7.67,7.42,7,7.42,7.08,10,7.58,10,10,7.17,81.33,"2"
"982","Arabica","Brazil",7.25,7.33,7.33,7.33,7.42,10,7.33,10,10,7.33,81.33,"5"
"983","Arabica","Honduras",7.58,7.42,7.17,7.42,7.17,10,7.17,10,10,7.42,81.33,"2"
"984","Arabica","Brazil",7.17,7.33,7.42,7.25,7.33,10,7.42,10,10,7.42,81.33,"5"
"985","Arabica","Philippines",7.08,7.33,7.42,7.33,7.5,10,7.33,10,10,7.33,81.33,"2"
"986","Arabica","Malawi",7.75,7.33,7.08,7.33,7.25,10,7.33,10,10,7.25,81.33,"2"
"987","Arabica","Honduras",7.33,7.33,7.17,7.33,7.33,10,7.5,10,10,7.33,81.33,"2"
"988","Arabica","Mexico",7.58,7.42,7.25,7.33,7.25,10,7.25,10,10,7.25,81.33,"2"
"989","Arabica","Mexico",7.33,7.25,7.17,7.42,7.33,10,7.58,10,10,7.25,81.33,"2"
"990","Arabica","Brazil",7.5,7.58,7.5,7.5,7.83,9.33,7.75,9.33,9.33,7.58,81.33,"5"
"991","Arabica","Taiwan",7.83,7.75,7.67,7.83,7.75,10,7.83,9.33,10,5.25,81.25,"2"
"992","Arabica","Brazil",7.17,7.42,7.17,7.08,8.17,10,6.92,10,10,7.33,81.25,"5"
"993","Arabica","Nicaragua",7.08,7.5,7.33,7.17,7.25,10,7.42,10,10,7.5,81.25,"2"
"994","Arabica","Honduras",7.42,7.17,7.17,7.5,7.25,10,7.33,10,10,7.42,81.25,"2"
"995","Arabica","Guatemala",7.33,7.42,7.17,7.25,7.33,10,7.42,10,10,7.33,81.25,"2"
"996","Arabica","Tanzania, United Republic Of",7.33,7.17,7.17,7.5,7.42,10,7.25,10,10,7.42,81.25,"2"
"997","Arabica","Taiwan",7.5,7.5,7.25,7.25,7.25,10,7.25,10,10,7.25,81.25,"2"
